,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Male,Clicked on Ad,Day,Month,IsWeekend,Regions,Topic Group
809,6.751,43,23942.61,50.88,0,1,4,4,0,Africa,2
810,4.316,29,50666.5,57.216,1,1,5,3,1,North America,1
811,7.989,30,50356.06,96.552,1,0,0,5,0,North America,3
812,8.425,32,63936.5,68.36,1,0,6,4,1,Africa,3
813,7.418000000000001,28,69874.18,81.548,0,0,2,1,0,North America,4
814,8.578,34,50038.65,93.112,0,0,2,7,0,Others,3
815,8.096,39,67866.95,90.0,1,0,6,1,1,Oceania,2
816,3.691,48,54645.2,63.876,0,1,2,2,0,Africa,4
817,5.447,23,46780.09,56.608,0,1,5,3,1,Africa,1
818,8.198,34,67432.49,85.152,0,0,5,6,1,Oceania,3
819,7.959999999999999,39,73392.28,77.692,0,0,4,4,0,Africa,2
820,5.751,38,47682.28,42.284,0,1,3,3,0,Europe,2
821,8.23,31,56735.83,92.884,0,0,5,4,1,Africa,3
822,7.321,30,51013.37,101.04,1,1,3,5,0,Europe,1
823,7.909000000000001,32,69481.85,83.888,1,0,5,5,1,Oceania,1
824,6.847,28,67033.34,90.656,0,0,5,6,1,Europe,1
825,8.369,36,68717.0,77.02799999999999,0,0,2,3,0,Oceania,3
826,8.348,31,59340.99,89.088,1,0,4,3,0,Asia,5
827,4.349,45,47968.32,49.868,0,1,1,6,0,Asia,5
828,6.669,35,48758.92,43.308,0,1,2,5,0,Others,0
829,4.846,49,61230.03,52.952,1,1,3,1,0,Asia,2
830,4.251,30,54755.71,57.908,1,1,4,1,0,Asia,4
831,4.283,34,54324.73,52.952,1,1,5,4,1,Europe,0
832,4.146,42,52177.4,51.592,1,1,0,5,0,Europe,4
833,4.599,33,51163.14,49.844,1,1,5,2,1,Asia,5
834,6.872,27,66861.67,90.388,0,0,1,2,0,Europe,3
835,6.311,34,63107.88,101.976,1,0,3,3,0,Oceania,4
836,4.921,46,49206.4,46.24,0,1,6,2,1,North America,2
837,5.577,49,55942.04,46.932,1,1,1,3,0,South America,1
838,4.413,40,33601.84,51.392,1,1,3,3,0,North America,1
839,5.782,46,48867.36,43.024,1,1,2,4,0,Europe,2
840,7.245999999999999,40,56683.32,45.412,0,1,6,5,1,Africa,0
841,6.188000000000001,45,38260.89,43.272000000000006,0,1,0,5,0,Asia,5
842,7.824,23,54106.21,79.716,0,0,0,4,0,Europe,1
843,7.461,38,71055.22,92.512,1,0,2,4,0,Africa,4
844,8.918000000000001,37,46403.18,89.604,1,0,1,4,0,Asia,4
845,4.416,42,61690.93,53.368,1,1,2,5,0,Europe,3
846,5.574,37,26130.93,49.736,1,1,3,2,0,Asia,4
847,8.882,36,58638.75,67.64,0,0,5,1,1,Europe,4
848,7.039,32,47357.39,104.608,1,0,1,7,0,North America,2
849,5.904999999999999,52,50086.17,47.38,1,1,5,4,1,Africa,4
850,7.858,33,51772.58,100.044,1,0,5,4,1,Oceania,3
851,3.511,35,47638.3,63.212,1,1,4,3,0,Others,3
852,6.039,45,38987.42,43.3,1,1,2,3,0,Europe,0
853,8.156,26,51363.16,85.47999999999999,1,0,2,7,0,Africa,0
854,7.503,34,35764.49,102.228,0,1,6,5,1,South America,1
855,5.087,24,62939.5,76.164,0,1,1,5,0,Africa,0
856,8.28,30,58776.67,89.28,1,0,5,5,1,Africa,3
857,7.851000000000001,25,59106.12,82.284,1,0,6,1,1,Europe,1
858,3.765,51,50457.01,64.51599999999999,1,1,2,3,0,Asia,3
859,8.317,43,54251.78,97.76,1,0,1,4,0,Asia,2
860,9.137,45,51920.49,73.06,1,1,4,4,0,Asia,5
861,6.825,29,70324.8,88.03200000000001,0,0,0,2,0,Europe,3
862,8.132,25,52416.18,66.26,0,0,1,3,0,Europe,4
863,7.664,39,66217.31,96.6,1,0,1,2,0,Europe,5
864,7.406000000000001,50,60938.73,98.516,1,0,4,6,0,Others,3
865,3.953,33,40243.82,56.884,1,1,2,6,0,Africa,5
866,8.658,32,60151.77,78.372,1,0,4,2,0,North America,2
867,9.075,40,45945.88,86.6,0,0,4,3,0,Africa,2
868,6.770999999999999,25,63430.33,90.304,1,0,3,4,0,Asia,5
869,8.241,36,65882.81,88.83200000000001,0,0,1,4,0,North America,4
870,4.582,27,64410.8,68.49600000000001,1,1,2,2,0,Africa,2
871,7.679,27,55677.12,94.376,0,0,6,5,1,North America,5
872,7.005,33,75560.65,81.376,0,0,3,3,0,Europe,5
873,7.218999999999999,32,61067.58,100.128,1,0,4,4,0,Europe,3
874,7.734999999999999,34,72330.57,66.904,0,0,2,3,0,Asia,5
875,4.034000000000001,29,32549.95,69.5,0,1,2,3,0,Oceania,5
876,6.739,44,51257.26,42.876,0,1,6,1,1,Asia,1
877,6.868,34,77220.42,74.812,1,0,4,7,0,Africa,0
878,8.175,43,52520.75,99.78,0,0,1,6,0,North America,1
879,6.603,22,59422.47,86.94800000000001,0,0,1,5,0,North America,4
880,4.774,33,22456.04,61.972,1,1,5,5,1,North America,2
881,7.918000000000001,31,58443.99,94.784,0,0,6,1,1,Africa,2
882,8.681000000000001,29,50820.74,79.848,1,0,6,2,1,Asia,5
883,4.1530000000000005,42,67575.12,63.524,0,1,0,5,0,Others,3
884,7.0920000000000005,39,66522.79,99.924,1,0,3,7,0,Africa,1
885,4.684,45,34903.67,49.288,0,1,6,5,1,Asia,2
886,4.44,53,43073.78,56.38,1,1,3,6,0,Europe,2
887,5.2170000000000005,44,57594.7,46.148,1,1,2,2,0,Africa,1
888,8.145,31,66027.31,82.336,1,0,0,5,0,Africa,1
889,5.408,36,53012.94,44.408,1,1,3,6,0,Others,5
890,7.665000000000001,31,61117.5,95.372,0,0,0,4,0,Asia,3
891,5.439,20,52563.22,68.76,1,1,0,2,0,Others,2
892,3.774,40,65773.49,76.38,0,1,4,5,0,Europe,3
893,6.986,25,50506.44,96.544,0,0,1,1,0,Oceania,1
894,8.537,36,66262.59,77.824,1,0,2,1,0,Others,5
895,8.099,26,35521.88,83.012,1,0,4,6,0,Europe,1
896,7.884,32,62430.55,94.116,1,0,5,4,1,Asia,1
897,7.736,41,49597.08,46.316,0,1,4,2,0,North America,1
898,5.546,37,42078.89,43.24,0,1,6,2,1,Asia,3
899,3.566,45,46197.59,60.688,0,1,4,4,0,South America,5
900,5.078,51,49957.0,48.816,0,1,3,2,0,Africa,1
901,4.047,38,24078.93,81.56,0,1,4,7,0,Africa,0
902,4.561999999999999,43,53647.81,48.512,0,1,6,6,1,Asia,5
903,8.476,30,61039.13,71.476,0,0,5,5,1,South America,1
904,8.064,26,46974.15,88.636,0,0,1,5,0,Europe,1
905,7.593999999999999,27,53042.51,94.784,1,0,1,2,0,Europe,0
906,3.701,50,48826.14,86.404,0,1,6,3,1,Europe,1
907,8.718,31,58287.86,77.44,0,0,6,1,1,Africa,1
908,5.691,50,21773.22,58.576,0,1,4,4,0,Oceania,2
909,7.523999999999999,24,52252.91,90.596,0,0,3,2,0,Oceania,1
910,4.284000000000001,52,27073.27,72.88,1,1,0,3,0,Africa,0
911,6.756,47,50628.31,43.992,0,1,4,2,0,South America,3
912,3.496,42,36913.51,64.196,1,1,2,6,0,Europe,1
913,8.745999999999999,37,61009.1,84.624,1,0,3,6,0,Oceania,0
914,4.186,39,53041.77,51.448,1,1,5,3,1,Africa,2
915,3.404,34,40182.84,69.952,1,1,1,2,0,North America,3
916,5.496,42,59419.78,45.5,1,1,6,2,1,Africa,4
917,8.714,31,58235.21,79.76,1,0,2,5,0,Asia,1
918,7.879,32,68324.48,86.116,1,0,6,2,1,South America,5
919,6.556,25,69646.35,72.5,1,0,1,1,0,Africa,4
920,8.105,34,54045.39,98.2,0,0,2,5,0,Asia,1
921,5.571,37,57806.03,45.008,1,1,6,3,1,Asia,4
922,4.548,49,53336.76,51.664,1,1,3,5,0,Asia,4
923,4.7,56,50491.45,59.812,0,1,4,4,0,North America,4
924,5.964,51,71455.62,61.248000000000005,1,1,1,5,0,South America,2
925,3.598,45,43241.88,60.316,0,1,0,6,0,Africa,2
926,7.255,22,58953.01,80.936,0,0,0,2,0,Europe,2
927,9.115,38,36834.04,73.99199999999999,0,0,0,2,0,Europe,3
928,8.053,29,66345.1,75.056,0,0,0,3,0,Asia,3
929,8.248999999999999,45,38645.4,52.336,0,1,1,5,0,North America,4
930,8.094,36,60803.0,95.976,0,0,4,1,0,North America,4
931,6.176,34,33553.9,45.876,0,1,4,5,0,North America,2
932,6.33,38,63071.34,46.476,0,1,0,5,0,Oceania,5
933,3.673,34,46737.34,59.916,1,1,0,6,0,Europe,5
934,7.840999999999999,33,55368.67,99.292,1,0,4,6,0,Africa,1
935,8.398,36,68305.91,77.848,0,0,2,2,0,Africa,0
936,6.318,45,39211.49,43.168,0,1,5,3,1,Asia,3
937,5.0600000000000005,48,65956.71,54.268,0,1,4,1,0,South America,3
938,3.26,38,40159.2,76.02000000000001,0,1,4,2,0,Middle East,3
939,6.083,19,40478.83,74.184,1,0,4,2,0,Asia,4
940,4.472,46,40468.53,49.544,1,1,5,3,1,North America,0
941,7.876,51,66980.27,64.82000000000001,0,1,5,7,1,Africa,2
942,7.951,39,34942.26,50.044,1,1,6,3,1,Asia,4
943,3.93,32,48335.2,58.292,0,1,2,2,0,Europe,3
944,6.479000000000001,30,42251.59,46.428,0,1,2,2,0,Asia,5
945,8.98,36,57330.43,79.296,0,0,1,2,0,Africa,5
946,7.281999999999999,34,75769.82,76.728,1,0,2,1,0,Europe,4
947,3.865,31,51812.71,61.908,1,1,1,5,0,Europe,2
948,5.901,30,75265.96,71.5,1,1,0,2,0,Asia,1
949,7.895999999999999,50,69868.48,77.26,0,1,4,2,0,North America,2
950,6.399,43,72802.42,55.384,0,1,0,1,0,North America,2
951,4.135,27,39193.45,64.98400000000001,1,1,3,3,0,South America,4
952,6.279,36,18368.57,92.748,1,1,0,5,0,Europe,1
953,4.553,29,56129.89,56.632000000000005,0,1,4,4,0,Asia,3
954,5.165,31,58996.56,99.996,0,0,2,5,0,Europe,3
955,5.455,44,41547.62,43.616,0,1,3,2,0,North America,5
956,3.566,36,59240.24,69.02799999999999,0,1,6,2,1,Oceania,2
957,6.995,28,56725.47,98.804,0,0,3,4,0,Europe,4
958,7.983,29,55764.43,93.692,1,0,2,5,0,Africa,3
959,8.535,37,64235.51,64.568,1,0,2,2,0,South America,4
960,5.678,28,39939.39,49.728,0,1,6,6,1,Africa,2
961,7.867,26,63319.99,78.224,0,0,5,2,1,Asia,2
962,7.009,21,54725.87,84.46799999999999,0,0,4,1,0,Europe,4
963,6.075,42,69775.75,98.82,1,0,4,2,0,South America,3
964,6.507,24,57545.56,93.54,0,0,6,1,1,Africa,1
965,3.525,50,47051.02,77.776,0,1,6,1,1,Asia,4
966,3.758,52,51600.47,70.67999999999999,1,1,2,4,0,Europe,4
967,6.801,25,68357.96,75.328,1,0,4,1,0,Asia,4
968,4.508,38,35349.26,50.108,0,1,6,3,1,Africa,0
969,6.304,27,69784.85,63.620000000000005,0,1,6,7,1,Others,1
970,4.018,29,50760.23,60.784000000000006,0,1,5,6,1,Asia,5
971,4.517,48,34418.09,52.828,1,1,2,1,0,Oceania,5
972,5.048,50,20592.99,64.97200000000001,0,1,0,5,0,Africa,2
973,8.087,28,63528.8,81.32000000000001,0,0,5,2,1,South America,4
974,4.188000000000001,40,44217.68,50.444,1,1,6,2,1,Europe,5
975,3.987,48,47929.83,55.736,1,1,0,6,0,North America,3
976,6.184,45,46024.29,42.252,1,1,3,5,0,Africa,5
977,5.497,31,51900.03,46.552,1,1,3,7,0,Europe,3
978,7.140000000000001,30,72188.9,66.524,0,0,1,5,0,Asia,3
979,7.029000000000001,31,56974.51,101.86,1,0,2,3,0,Oceania,3
980,6.726000000000001,57,25682.65,67.364,1,1,4,5,0,Europe,1
981,7.657999999999999,46,41884.64,103.304,0,0,6,1,1,Asia,1
982,5.436999999999999,38,72196.29,56.30800000000001,0,1,5,6,1,North America,5
983,8.279,32,54429.17,93.924,1,0,2,2,0,Asia,3
984,6.647,31,58037.66,102.556,1,0,3,3,0,Europe,2
985,7.287999999999999,44,64011.26,50.048,0,1,3,4,0,Asia,0
986,7.644,28,59967.19,93.072,1,0,2,4,0,North America,2
987,6.337,43,43155.19,42.016000000000005,1,1,2,3,0,Europe,5
988,8.971,48,51501.38,81.76,1,0,2,2,0,Asia,4
989,7.095999999999999,31,55187.85,102.56,0,0,6,6,1,North America,3
990,3.579,44,33813.08,66.248,1,1,2,4,0,Oceania,5
991,3.896,38,36497.22,56.268,1,1,3,7,0,Africa,5
992,6.917,40,66193.81,49.448,0,1,6,3,1,Europe,3
993,6.42,27,66200.96,91.052,1,0,3,2,0,North America,2
994,4.37,28,63126.96,69.204,0,1,0,4,0,Others,5
995,7.297,30,71384.57,83.432,1,1,3,2,0,Asia,3
996,5.13,45,67782.17,53.768,1,1,4,4,0,Europe,3
997,5.163,51,42415.72,48.148,1,1,0,2,0,Asia,1
998,5.555,19,41920.79,75.17999999999999,0,0,3,3,0,North America,2
999,4.501,26,29875.8,71.34,0,1,4,6,0,South America,3
